last_name, first_name,player_id,attempts,avg_hit_angle,anglesweetspotpercent,max_hit_speed,avg_hit_speed,fbld,gb,max_distance,avg_distance,avg_hr_distance,ev95plus,ev95percent,barrels,brl_percent,brl_pa
Travis, Sam,607752,53,7.8,35.8,107.3,88.4,89.6,87.4,394,160,,20,37.7,0,0.0,0.0
Hernandez, Teoscar,606192,53,19.1,41.5,108.8,87.2,93.0,73.9,420,222,403,18,34.0,9,17.0,9.5
Teheran, Julio,527054,53,-14.5,18.9,100.0,72.3,83.6,69.0,294,89,,5,9.4,0,0.0,0.0
Fryer, Eric,518700,53,5.4,22.6,102.5,83.4,84.0,83.6,385,127,,9,17.0,1,1.9,1.2
Heisey, Chris,502317,52,14.9,30.8,108.4,85.3,87.5,83.9,382,189,382,12,24.5,3,5.8,3.8
Scherzer, Max,453286,52,-9.6,17.3,102.6,77.3,86.8,73.0,381,114,381,10,19.2,1,1.9,1.4
De Aza, Alejandro,457477,51,10.2,41.2,104.9,82.3,90.6,72.6,362,191,,14,27.5,0,0.0,0.0
Hoying, Jared,592419,50,9.6,28.0,111.5,81.9,88.0,77.8,377,159,377,10,20.0,0,0.0,0.0
Chacin, Jhoulys,468504,50,-0.5,22.0,104.7,76.4,87.0,70.5,377,110,,7,14.3,0,0.0,0.0
Nicholas, Brett,592592,50,12.5,38.0,107.4,85.4,91.2,79.4,381,177,380,14,28.0,0,0.0,0.0
Jankowski, Travis,608671,49,3.1,20.4,105.0,83.1,90.4,79.9,351,145,,9,19.1,0,0.0,0.0
Crawford, J.P.,641487,49,18.6,34.7,106.1,83.4,85.8,84.8,362,183,,11,22.4,0,0.0,0.0
Cordero, Franchy,614173,49,9.3,38.8,113.3,89.8,97.3,83.6,428,184,404,18,36.7,7,14.3,7.1
Greinke, Zack,425844,49,3.6,26.5,106.5,84.4,92.6,79.1,372,149,,19,38.8,0,0.0,0.0
Martinez, Carlos,593372,48,-12.9,14.6,107.3,74.0,92.5,69.3,326,77,,4,8.3,0,0.0,0.0
Weeks Jr., Rickie,430001,48,15.8,31.3,109.6,89.3,92.4,86.7,413,213,400,20,41.7,3,6.3,2.7
Sanchez, Adrian,506703,48,5.3,37.5,108.1,87.6,95.3,79.9,392,159,,22,45.8,2,4.2,2.7
Davies, Zach,605200,47,-7.3,6.4,99.1,68.4,86.5,64.3,318,84,,2,4.3,0,0.0,0.0
Caratini, Victor,605170,46,1.4,28.3,109.7,85.1,91.0,82.5,417,114,417,16,35.6,2,4.3,3.0
White, Tyler,643603,46,20.8,50.0,105.8,88.9,93.8,81.9,443,238,412,15,32.6,6,13.0,9.0
Cole, Gerrit,543037,46,-6.3,15.2,102.1,71.0,88.9,65.0,375,102,375,5,10.9,0,0.0,0.0
Profar, Jurickson,595777,46,11.4,34.8,104.2,83.1,89.8,79.4,376,182,,12,26.1,1,2.2,1.4
Sierra, Magneuris,642423,46,1.6,30.4,100.5,81.6,81.3,82.7,331,116,,4,8.7,0,0.0,0.0
Hays, Austin,669720,45,8.3,24.4,105.7,84.8,94.7,79.4,392,136,392,13,28.9,1,2.2,1.6
Strasburg, Stephen,544931,44,-5.4,22.7,103.7,80.2,90.5,75.9,409,122,406,11,25.6,2,4.5,3.3
Ervin, Phillip,640447,44,14.9,36.4,107.1,83.8,88.4,76.8,381,192,374,8,18.2,3,6.8,4.7
Ruggiano, Justin,448605,44,16.2,31.8,105.3,83.6,86.7,78.8,420,190,415,11,25.0,2,4.5,3.2
Davis, J.D.,605204,43,0.7,27.9,108.8,88.9,98.5,82.7,406,138,390,19,44.2,6,14.0,8.8
Williamson, Mac,607776,43,8.1,23.3,109.5,82.8,93.0,80.5,413,127,395,13,30.2,2,4.7,2.7
Hernandez, Marco,593523,43,7.2,37.2,106.6,83.7,85.9,83.2,341,158,,11,25.6,0,0.0,0.0
Colon, Christian,518568,42,1.1,11.9,102.0,81.1,87.8,79.4,368,113,,9,21.4,0,0.0,0.0
Gonzalez, Gio,461829,42,4.0,21.4,95.3,68.0,76.6,60.7,333,118,,1,2.4,0,0.0,0.0
Samardzija, Jeff,502188,42,-3.3,16.7,108.5,79.4,92.7,74.3,446,118,446,7,16.7,2,4.8,3.0
Kershaw, Clayton,477132,42,-4.7,19.0,97.5,74.3,82.3,71.1,294,101,,3,7.5,0,0.0,0.0
Peralta, Jhonny,425509,41,11.2,34.1,106.1,86.6,92.1,84.6,321,152,,14,35.0,0,0.0,0.0
Maeda, Kenta,628317,41,-2.3,12.2,108.3,72.0,90.7,67.3,347,102,,2,4.9,0,0.0,0.0
Centeno, Juan,518542,41,9.6,41.5,101.5,83.1,86.7,77.5,406,178,387,10,24.4,1,2.4,1.8
Urena, Richard,620446,41,10.9,48.8,105.4,85.2,89.9,79.0,368,193,368,12,29.3,2,4.9,2.7
Freeman, Mike,502273,41,10.3,19.5,102.3,84.6,91.9,81.4,366,161,366,10,24.4,0,0.0,0.0
Gutierrez, Franklin,429711,40,-0.4,17.5,113.7,86.1,96.8,81.1,448,125,448,17,43.6,2,5.0,3.2
Roark, Tanner,543699,40,-8.4,2.5,101.9,73.9,84.4,72.1,313,79,,4,10.0,0,0.0,0.0
Navarro, Efren,519068,40,8.2,42.5,107.7,92.3,95.3,89.3,405,196,388,22,55.0,4,10.0,5.8
Raburn, Ryan,430605,40,9.7,45.0,106.8,82.8,90.8,76.5,421,171,400,13,32.5,2,5.0,2.9
Lin, Tzu-Wei,624407,40,8.7,37.5,102.3,81.7,84.9,78.4,373,167,,14,35.0,1,2.5,1.5
Wade, Tyler,642180,39,7.5,35.9,105.7,84.7,88.2,82.9,390,148,,11,28.2,0,0.0,0.0
Stevenson, Andrew,664057,39,-0.4,20.5,104.2,82.3,89.6,79.3,337,111,,12,30.8,0,0.0,0.0
d'Arnaud, Chase,488818,38,6.8,34.2,101.1,80.2,85.3,77.4,370,153,361,6,16.2,1,2.6,1.6
Barreto, Franklin,620439,38,23.4,34.2,108.8,88.0,93.0,81.7,400,215,396,15,39.5,2,5.3,2.6
Sardinas, Luis,596143,38,0.1,36.8,98.4,81.1,89.4,76.2,356,137,,3,7.9,0,0.0,0.0
Leake, Mike,502190,37,1.7,29.7,101.1,76.0,88.2,69.0,394,148,,7,18.9,1,2.7,1.8
Hwang, Jae-Gyun,666561,37,13.6,32.4,108.5,82.7,89.4,77.7,417,156,417,6,16.2,2,5.4,3.5
Chatwood, Tyler,543022,37,-8.0,13.5,106.8,73.2,86.4,69.7,347,96,,3,8.1,0,0.0,0.0
Corbin, Patrick,571578,36,-14.9,8.3,101.0,69.9,91.3,65.6,357,78,,5,13.9,0,0.0,0.0
Decker, Jaff,543094,36,10.2,38.9,103.6,81.8,87.8,77.1,359,158,,10,27.8,0,0.0,0.0
Gosselin, Phil,594838,36,10.8,13.9,104.1,82.5,85.0,83.7,335,121,,6,16.7,0,0.0,0.0
Cueto, Johnny,456501,36,-15.9,13.9,100.8,66.7,87.3,62.8,331,72,,2,5.6,0,0.0,0.0
Asche, Cody,605125,36,23.7,36.1,105.5,86.8,88.8,86.3,415,203,415,11,30.6,3,8.3,4.8
Calixte, Orlando,593525,36,13.4,30.6,107.9,84.1,87.8,82.5,356,168,,7,19.4,1,2.8,1.8
Ray, Robbie,592662,35,-1.4,28.6,102.0,74.1,87.2,67.6,398,147,,5,14.7,0,0.0,0.0
Marquez, German,608566,35,-19.4,11.4,103.4,71.5,88.1,68.7,400,57,,7,20.0,0,0.0,0.0
Lester, Jon,452657,35,-7.8,22.9,108.1,80.4,94.6,74.7,403,116,398,11,31.4,2,5.7,3.1
Kuhl, Chad,641771,35,-4.4,20.0,102.4,77.9,84.8,74.9,351,111,,5,14.3,0,0.0,0.0
Mondesi, Adalberto,609275,35,4.2,42.9,105.3,80.6,92.4,68.2,436,187,436,10,29.4,2,5.7,3.3
Lackey, John,407793,35,-9.4,22.9,102.2,79.1,90.7,75.5,340,91,,10,28.6,0,0.0,0.0
Lynn, Lance,458681,34,-5.2,17.6,99.7,73.4,87.2,69.1,360,118,,5,14.7,0,0.0,0.0
Wainwright, Adam,425794,34,-3.8,32.4,105.3,72.7,90.6,60.2,336,144,,4,11.8,2,5.9,4.0
Coleman, Dusty,543038,34,12.5,47.1,109.4,87.0,95.1,75.9,421,204,411,14,41.2,6,17.6,8.5
Richard, Clayton,453385,34,-9.6,23.5,103.2,70.9,91.5,60.2,369,159,348,4,11.8,0,0.0,0.0
Walker, Taijuan,592836,34,-4.2,23.5,109.9,83.2,87.5,80.5,455,105,455,6,17.6,1,2.9,1.9
Bonifacio, Emilio,466988,34,10.0,26.5,102.1,77.2,87.8,68.5,345,181,,6,17.6,0,0.0,0.0
Mejia, Alex,622270,34,3.4,20.6,103.6,81.9,90.4,78.0,390,105,390,7,20.6,1,2.9,2.0
Lopez, Raffy,607257,34,19.8,35.3,104.4,85.9,90.8,80.7,394,222,386,8,23.5,5,14.7,7.9
Soto, Geovany,434567,33,18.2,39.4,108.1,90.7,94.6,86.5,417,197,401,13,39.4,4,12.1,8.3
Cooper, Garrett,643265,32,13.7,46.9,107.4,89.0,90.4,87.4,402,190,,14,43.8,1,3.1,2.2
Kemp, Tony,643393,32,18.9,28.1,96.3,84.5,86.4,83.9,373,185,,1,3.1,0,0.0,0.0
Wacha, Michael,608379,32,-14.0,6.3,100.0,72.0,87.4,69.7,342,83,,4,12.5,0,0.0,0.0
Perdomo, Luis,606131,32,-5.7,21.9,103.4,71.3,92.8,62.5,384,123,,5,15.6,0,0.0,0.0
Moore, Matt,519043,32,-5.7,21.9,99.4,72.9,80.6,69.4,363,137,,3,9.4,0,0.0,0.0
Hazelbaker, Jeremy,571757,32,13.7,34.4,111.7,88.4,91.1,86.0,414,191,408,11,34.4,0,0.0,0.0
Arrieta, Jake,453562,31,7.0,29.0,102.0,78.8,85.4,73.0,380,155,380,5,16.1,1,3.2,1.6
Garver, Mitch,641598,31,10.5,25.8,107.8,86.8,93.6,85.5,402,159,,14,45.2,1,3.2,1.9
Straily, Dan,573185,30,-17.5,10.0,96.0,67.2,77.6,65.6,317,73,,1,3.3,0,0.0,0.0
Florimon, Pedro,465753,30,10.3,33.3,104.0,85.0,87.6,86.5,366,143,,9,30.0,1,3.3,2.0
Brinson, Lewis,621446,30,5.9,36.7,109.8,90.9,93.8,88.9,461,171,451,12,40.0,2,6.7,3.6
Marrero, Chris,502029,30,24.2,33.3,109.1,84.8,86.7,81.2,400,176,400,6,20.0,2,6.7,4.9
Hill, Rich,448179,29,-0.4,27.6,103.7,72.5,82.7,70.1,336,112,,2,6.9,0,0.0,0.0
Ngoepe, Gift,547912,29,-5.5,17.2,110.4,82.6,90.8,79.5,384,91,,7,24.1,1,3.4,1.6
Nova, Ivan,467100,29,-22.1,13.8,100.2,68.1,83.8,63.0,334,67,,2,7.1,0,0.0,0.0
Naquin, Tyler,571980,29,4.7,31.0,109.4,84.0,92.1,78.3,337,131,,9,31.0,0,0.0,0.0
Holaday, Bryan,592407,28,15.8,42.9,101.1,81.5,87.0,76.9,342,169,,4,14.3,0,0.0,0.0
Allen, Greg,656185,28,8.0,21.4,102.8,85.3,90.1,83.3,397,143,397,7,25.0,1,3.6,2.6
Williams, Trevor,592866,28,-7.4,25.0,102.9,73.5,90.9,66.5,322,120,,3,10.7,0,0.0,0.0
Taillon, Jameson,592791,28,-19.7,10.7,104.2,66.4,91.8,62.2,254,56,,3,10.7,0,0.0,0.0
Garcia, Jaime,448802,28,-7.2,10.7,103.6,74.4,88.7,70.3,399,88,399,4,14.3,1,3.6,2.7
Flaherty, Ryan,475247,28,8.8,28.6,105.9,86.9,90.7,85.2,355,138,,6,21.4,0,0.0,0.0
Gomez, Miguel,622497,28,8.3,35.7,110.5,88.0,96.5,80.5,352,180,,11,39.3,1,3.6,2.9
Taijeron, Travis,607369,28,10.3,35.7,108.7,84.1,94.1,75.6,388,154,388,10,35.7,1,3.6,1.7
Blach, Ty,621389,28,1.8,39.3,103.4,79.0,92.9,66.0,416,179,416,7,26.9,1,3.6,1.9
Urena, Jose,570632,28,-10.3,25.0,103.1,64.3,89.0,53.1,381,154,,7,25.0,0,0.0,0.0
Liriano, Rymer,542642,27,1.4,22.2,113.8,88.1,97.3,82.8,415,124,393,9,33.3,2,7.4,4.3
Robinson, Shane,453203,27,5.6,33.3,98.5,80.3,86.3,77.0,342,143,,4,14.8,0,0.0,0.0
Wood, Alex,622072,27,-9.2,14.8,99.5,71.2,82.9,68.1,336,60,,3,11.5,0,0.0,0.0
Hellickson, Jeremy,476451,27,-12.3,7.4,99.0,71.3,93.7,68.2,253,49,,2,7.7,0,0.0,0.0
Pivetta, Nick,601713,27,-8.0,18.5,101.5,73.1,82.8,68.4,345,101,,3,11.1,0,0.0,0.0
Calhoun, Willie,641432,27,3.0,29.6,110.0,90.3,94.5,91.4,380,137,380,10,37.0,0,0.0,0.0
Van Slyke, Scott,475100,26,17.9,38.5,107.7,86.5,94.9,71.4,433,209,415,11,42.3,4,15.4,8.3
Anderson, Chase,502624,26,-1.7,15.4,94.4,76.4,87.9,73.4,365,94,,0,0.0,0,0.0,0.0
Kozma, Pete,518902,26,20.3,26.9,104.2,78.8,80.0,78.5,371,159,371,2,7.7,0,0.0,0.0
Featherston, Taylor,605227,26,16.3,26.9,107.2,90.2,91.9,87.0,403,208,389,13,50.0,2,7.7,4.3
Thompson, Trayce,572204,26,7.6,30.8,110.3,88.4,94.1,84.3,413,175,413,13,50.0,2,7.7,3.6
Evans, Phillip,595943,25,13.3,48.0,106.7,82.0,87.4,73.2,389,179,,5,20.0,0,0.0,0.0
Godley, Zack,643327,25,-11.2,4.0,104.4,63.2,76.1,60.0,279,75,,2,8.0,0,0.0,0.0
Nola, Aaron,605400,25,-13.5,4.0,100.1,78.8,79.4,78.8,294,58,,2,8.0,0,0.0,0.0
Freeland, Kyle,607536,25,-13.3,16.0,103.0,71.9,94.6,67.7,334,88,,3,12.0,1,4.0,1.8
Moncrief, Carlos,519037,25,16.9,36.0,107.2,88.0,94.1,79.9,361,193,,6,24.0,1,4.0,2.3
Austin, Tyler,592122,25,16.7,44.0,110.4,88.7,92.6,78.5,435,205,406,8,32.0,4,16.0,8.7
Ethier, Andre,444843,24,6.0,37.5,108.2,83.9,91.0,77.9,413,162,395,8,34.8,2,8.3,5.3
Nelson, Jimmy,519076,24,-12.4,20.8,99.0,71.5,88.1,67.5,352,59,,2,8.3,0,0.0,0.0
Gsellman, Robert,607229,24,-11.6,16.7,100.2,77.5,92.0,73.3,301,78,,5,20.8,0,0.0,0.0
Bailey, Homer,456701,24,-25.3,12.5,100.9,65.2,92.2,59.8,199,53,,2,8.3,0,0.0,0.0
Lugo, Seth,607625,24,-11.8,12.5,105.4,75.0,95.4,70.4,361,72,,5,20.8,1,4.2,2.9
Middlebrooks, Will,519025,24,11.7,33.3,111.8,90.6,96.6,85.6,399,165,,14,58.3,3,12.5,7.7
Morse, Michael,434604,23,10.7,39.1,108.6,91.8,95.9,87.9,419,181,419,11,47.8,2,8.7,5.0
Martinez, Michael,492841,23,11.0,43.5,102.3,85.2,88.0,79.9,366,203,,3,13.0,0,0.0,0.0
Bumgarner, Madison,518516,23,18.1,39.1,112.5,89.2,97.4,83.8,422,177,420,9,39.1,4,17.4,11.1
Hendricks, Kyle,543294,23,-4.9,8.7,102.0,73.8,89.3,68.1,338,102,,3,13.0,0,0.0,0.0
Garza, Matt,490063,23,-17.1,8.7,98.2,72.8,83.3,71.3,350,58,,2,8.7,0,0.0,0.0
Santander, Anthony,623993,23,22.3,26.1,109.3,86.9,90.0,86.7,376,184,,8,34.8,0,0.0,0.0
Harvey, Matt,518774,22,-11.1,18.2,101.1,75.3,84.7,71.0,331,128,,3,13.6,0,0.0,0.0
Villanueva, Christian,570799,22,3.5,27.3,105.3,85.6,92.9,81.7,426,157,379,6,27.3,2,9.1,6.3
Feldman, Scott,444857,22,5.4,22.7,90.9,69.8,80.9,60.1,331,178,,0,0.0,0,0.0,0.0
Puello, Cesar,527049,22,1.1,18.2,107.0,81.3,83.4,80.7,307,69,,6,27.3,0,0.0,0.0
Adleman, Tim,534947,22,-16.3,13.6,95.2,69.6,90.2,61.9,380,103,,1,4.5,0,0.0,0.0
Alvarez, Pedro,476883,22,5.8,27.3,113.6,94.2,94.8,93.6,394,149,394,13,59.1,2,9.1,5.9
Foltynewicz, Mike,592314,22,-6.0,36.4,96.3,62.7,70.5,56.6,335,158,,1,4.5,0,0.0,0.0
Stassi, Max,545358,21,19.1,19.0,110.5,88.7,98.0,81.1,442,163,435,7,33.3,3,14.3,9.7
Eickhoff, Jerad,595191,21,-9.9,19.0,101.0,70.1,87.2,66.0,327,97,,3,14.3,0,0.0,0.0
Cardullo, Stephen,506924,21,10.1,42.9,100.1,83.8,86.0,80.4,384,197,,2,9.5,1,4.8,3.1
Castillo, Luis,622491,21,-10.1,19.0,94.8,68.3,83.3,63.6,234,71,,0,0.0,0,0.0,0.0
Janish, Paul,457926,21,10.0,19.0,101.4,78.4,87.4,75.0,337,141,,3,14.3,0,0.0,0.0
May, Jacob,594576,21,-6.3,4.8,100.1,73.2,76.9,72.4,297,54,,2,9.5,0,0.0,0.0
Smolinski, Jake,519295,21,7.1,33.3,104.9,85.3,93.7,77.4,374,155,,7,33.3,0,0.0,0.0
Velasquez, Vince,592826,20,7.0,10.0,104.4,81.7,86.7,79.7,292,111,,6,30.0,0,0.0,0.0
Gallagher, Cam,595956,20,6.6,20.0,100.9,83.8,83.5,84.1,387,146,347,4,20.0,0,0.0,0.0
Ross, Joe,605452,20,-4.3,20.0,104.5,80.3,90.5,76.0,347,117,,6,33.3,0,0.0,0.0
Bautista, Rafael,622441,20,18.0,30.0,102.4,75.9,83.8,71.3,342,156,,3,15.0,0,0.0,0.0
Montgomery, Mike,543557,20,-7.7,15.0,99.9,76.9,91.6,72.0,393,118,393,4,20.0,0,0.0,0.0
Robles, Victor,645302,19,2.6,21.1,104.2,82.8,95.0,73.8,387,152,,5,26.3,1,5.3,3.7
Severino, Pedro,600474,19,9.7,26.3,111.2,83.6,88.0,81.3,346,142,,2,10.5,0,0.0,0.0
Verdugo, Alex,657077,19,-4.2,36.8,104.5,81.5,90.4,75.0,382,133,382,3,18.8,1,5.3,4.0
Vogelbach, Daniel,596129,19,11.6,47.4,111.2,88.8,93.1,83.4,375,242,,5,26.3,1,5.3,3.2
Senzatela, Antonio,622608,19,-15.5,15.8,98.2,63.2,85.1,58.8,317,134,,2,10.5,0,0.0,0.0
Hoffman, Jeff,656546,19,-14.5,10.5,93.0,72.7,76.9,71.6,306,97,,0,0.0,0,0.0,0.0
Worley, Vance,474699,19,-22.5,15.8,102.8,69.8,84.8,67.0,290,63,,3,15.8,0,0.0,0.0
Negron, Kristopher,502117,19,5.5,31.6,104.1,83.0,90.7,78.5,374,128,,4,21.1,0,0.0,0.0
Arroyo, Bronson,276520,19,4.4,36.8,94.3,73.7,87.8,61.2,306,86,,0,0.0,0,0.0,0.0
Montero, Rafael,606160,18,-10.7,16.7,101.5,68.2,95.6,62.7,335,84,,3,16.7,0,0.0,0.0
Bostick, Christopher,607471,18,7.5,38.9,103.7,86.7,93.3,80.2,389,170,,4,22.2,1,5.6,3.1
Volquez, Edinson,450172,18,-2.2,5.6,99.3,75.1,85.5,72.4,322,90,,1,5.6,0,0.0,0.0
Brantly, Rob,542963,17,22.8,47.1,102.6,85.9,88.8,80.6,389,222,365,5,29.4,1,5.9,2.8
Guerra, Junior,448855,17,1.7,11.8,93.6,68.2,87.1,57.3,353,100,,0,0.0,0,0.0,0.0
Smith Jr, Dwight,596105,17,3.7,23.5,104.9,90.1,87.1,92.2,368,128,,6,35.3,0,0.0,0.0
Matz, Steven,571927,17,-9.5,23.5,104.2,79.6,95.2,71.1,338,113,,5,29.4,0,0.0,0.0
Tauchman, Mike,643565,17,7.1,35.3,101.3,81.4,89.5,80.2,344,128,,4,23.5,0,0.0,0.0
Garrett, Amir,607237,17,-15.4,11.8,96.8,63.3,87.5,56.4,301,97,,1,5.9,0,0.0,0.0
Farmer, Kyle,571657,17,8.6,52.9,100.7,87.2,91.8,80.7,364,187,,3,17.6,0,0.0,0.0
Lively, Ben,594902,17,12.4,23.5,104.4,88.3,96.3,85.0,392,133,392,6,35.3,1,5.9,3.8
Newcomb, Sean,656794,16,-27.5,6.3,91.1,59.2,91.1,57.1,318,47,,0,0.0,0,0.0,0.0
Hannemann, Jacob,595238,16,5.2,18.8,106.3,85.6,91.8,82.7,404,143,404,5,31.3,1,6.3,5.0
Gosewisch, Tuffy,488912,16,2.3,6.3,103.7,76.8,87.8,72.7,347,129,,2,12.5,0,0.0,0.0
Eibner, Brett,518649,16,3.6,43.8,107.8,89.2,95.0,83.3,465,151,433,7,46.7,3,18.8,8.3
Lamet, Dinelson,659275,16,1.6,18.8,92.0,63.8,73.1,58.5,257,160,,0,0.0,0,0.0,0.0
Conley, Adam,543045,16,-20.0,12.5,96.9,66.9,81.2,63.6,229,81,,1,6.7,0,0.0,0.0
Wheeler, Zack,554430,16,0.6,25.0,100.6,75.8,90.6,68.4,348,150,,4,25.0,0,0.0,0.0
Ryu, Hyun-Jin,547943,16,-3.3,25.0,106.4,74.5,83.3,70.3,277,110,,5,31.3,0,0.0,0.0
Anderson, Tyler,542881,15,-13.9,6.7,101.4,59.1,80.6,52.9,307,155,,1,6.7,0,0.0,0.0
Quintana, Jose,500779,15,-16.4,20.0,95.8,63.0,75.7,58.4,331,92,,1,6.7,0,0.0,0.0
Murphy, Tom,608596,15,17.1,13.3,102.9,79.8,88.9,70.0,354,140,,2,13.3,0,0.0,0.0
Gray, Jon,592351,15,-5.2,13.3,106.2,70.1,89.9,62.3,467,137,467,3,20.0,1,6.7,2.3
Despaigne, Odrisamer,628333,15,-10.9,6.7,100.2,72.7,,72.2,146,41,,1,6.7,0,0.0,0.0
Beckham, Gordon,493596,15,12.9,40.0,103.9,79.7,86.3,74.8,356,146,,2,13.3,0,0.0,0.0
Williams, Mason,592863,14,13.0,14.3,104.1,87.5,88.0,90.1,320,138,,4,28.6,0,0.0,0.0
Leiter Jr., Mark,643410,14,-16.3,7.1,95.6,77.3,72.6,78.1,99,29,,2,14.3,0,0.0,0.0
McMahon, Ryan,641857,14,-4.6,14.3,103.7,80.8,95.3,78.4,387,89,,3,21.4,0,0.0,0.0
Cain, Matt,430912,14,-3.9,28.6,106.0,70.5,92.0,61.8,356,145,,3,21.4,0,0.0,0.0
Perez, Carlos,542208,14,11.2,28.6,99.6,77.5,96.1,63.5,396,187,353,3,21.4,2,14.3,9.5
Romano, Sal,607219,14,-31.6,7.1,100.5,58.9,100.5,55.7,387,71,,1,7.1,0,0.0,0.0
Brault, Steven,643230,13,-3.4,15.4,98.7,85.4,89.1,83.8,329,111,,2,15.4,0,0.0,0.0
Freitas, David,571679,13,-1.0,38.5,102.9,86.6,96.4,80.5,349,134,,4,30.8,0,0.0,0.0
Segedin, Rob,574847,13,-3.0,30.8,98.3,79.8,90.8,72.8,304,125,,3,23.1,0,0.0,0.0
Stubbs, Drew,453211,13,28.1,7.7,98.7,82.7,94.0,84.2,324,114,,2,15.4,0,0.0,0.0
Cahill, Trevor,502239,13,-7.3,46.2,98.8,72.9,82.1,67.2,318,128,,0,0.0,0,0.0,0.0
Weaver, Luke,596133,13,-13.8,7.7,100.2,61.2,,61.2,127,34,,1,7.7,0,0.0,0.0
Stratton, Chris,608717,13,-17.2,7.7,96.4,71.9,90.8,70.4,181,41,,1,7.7,0,0.0,0.0
Higashioka, Kyle,543309,12,16.1,16.7,102.4,76.4,82.5,71.9,358,127,,2,16.7,0,0.0,0.0
Suter, Brent,608718,12,-21.2,0.0,93.5,59.0,,59.0,139,29,,0,0.0,0,0.0,0.0
Fontana, Nolan,545337,12,3.5,25.0,102.1,82.2,89.6,77.0,410,158,410,4,33.3,1,8.3,4.3
Butler, Eddie,572750,12,-11.0,25.0,82.9,67.1,76.3,64.0,260,125,,0,0.0,0,0.0,0.0
Stallings, Jacob,607732,12,6.4,33.3,103.0,79.5,81.3,77.1,374,169,,2,16.7,0,0.0,0.0
Nicolino, Justin,592593,11,-15.6,0.0,96.3,70.4,79.7,68.3,299,74,,1,9.1,0,0.0,0.0
Sisco, Chance,642082,11,12.1,27.3,103.7,84.9,95.6,72.0,392,182,386,4,36.4,2,18.2,9.1
Glasnow, Tyler,607192,11,-18.1,0.0,101.9,71.6,66.1,72.2,203,36,,1,9.1,0,0.0,0.0
Choi, Ji-Man,596847,11,6.5,27.3,111.9,93.6,101.7,89.0,457,152,404,5,45.5,2,18.2,11.1
Ortiz, Danny,543611,11,21.5,36.4,101.7,89.6,93.1,88.1,362,247,,5,45.5,0,0.0,0.0
Nieuwenhuis, Kirk,543590,11,12.2,36.4,108.1,95.7,103.2,89.0,407,225,403,6,54.5,4,36.4,12.9
Wood, Travis,475243,11,25.0,45.5,105.9,88.0,93.1,71.3,392,259,383,4,36.4,1,9.1,5.6
Vargas, Ildemaro,545121,10,1.1,40.0,101.3,83.5,85.8,83.1,356,120,,2,20.0,0,0.0,0.0
Ohlman, Mike,572000,10,11.9,20.0,107.5,86.7,83.3,89.5,360,127,,2,20.0,0,0.0,0.0
Peralta, Wily,503449,10,16.4,30.0,108.7,81.7,86.3,73.1,318,174,,2,20.0,0,0.0,0.0
Stephenson, Robert,596112,10,-8.4,20.0,97.1,69.1,86.8,61.6,380,159,,2,20.0,0,0.0,0.0
Sims, Lucas,608371,10,-10.9,20.0,100.0,67.0,80.4,63.7,323,158,,1,10.0,0,0.0,0.0
Moran, Colin,592567,10,13.6,30.0,107.6,91.9,89.1,95.8,375,141,375,5,50.0,0,0.0,0.0
Colon, Bartolo,112526,10,-13.2,10.0,91.1,66.9,82.6,60.5,235,50,,0,0.0,0,0.0,0.0
Wendle, Joey,621563,10,11.6,30.0,103.0,92.8,96.9,92.0,381,146,381,5,50.0,1,10.0,7.1
Valera, Breyvic,591971,10,20.5,10.0,88.7,78.3,83.5,73.2,320,156,,0,0.0,0,0.0,0.0
Mejia, Francisco,642336,10,5.7,10.0,104.5,94.4,90.9,95.9,265,93,,5,50.0,0,0.0,0.0
Cole, A.J.,595918,9,9.1,11.1,99.6,79.3,68.7,85.7,214,90,,3,33.3,0,0.0,0.0
Smith, Tyler,642094,9,2.7,44.4,94.7,83.8,89.8,76.2,333,179,,0,0.0,0,0.0,0.0
Woodruff, Brandon,605540,9,-22.2,11.1,105.4,77.6,86.1,76.5,202,44,,3,33.3,0,0.0,0.0
Federowicz, Tim,543148,9,5.3,33.3,108.8,93.9,93.7,94.0,409,183,393,5,55.6,2,22.2,14.3
Davis, Taylor,543089,9,8.8,11.1,95.7,73.0,85.0,72.5,243,94,,2,22.2,0,0.0,0.0
Culberson, Charlie,518586,9,6.1,22.2,101.8,88.0,83.7,91.4,322,121,,3,33.3,0,0.0,0.0
McCarthy, Brandon,435221,9,-8.9,22.2,102.9,79.0,92.2,72.4,304,133,,3,33.3,0,0.0,0.0
Saltalamacchia, Jarrod,457454,9,29.0,22.2,105.7,86.8,92.0,83.0,342,208,,3,37.5,0,0.0,0.0
Eflin, Zach,621107,9,-3.2,22.2,101.0,74.7,85.2,66.4,338,146,,2,22.2,0,0.0,0.0
Marjama, Mike,605357,8,16.7,12.5,105.6,86.4,89.5,81.2,435,250,435,3,37.5,1,12.5,11.1
Huffman, Chad,502151,8,3.3,37.5,104.1,84.7,90.1,75.7,339,157,,1,12.5,0,0.0,0.0
Bettis, Chad,518452,8,-24.3,0.0,93.3,61.7,87.4,58.1,309,100,,0,0.0,0,0.0,0.0
Zagunis, Mark,657145,8,-2.0,25.0,102.0,84.8,90.3,81.5,305,85,,1,12.5,0,0.0,0.0
