last_name, first_name,player_id,attempts,avg_hit_angle,anglesweetspotpercent,max_hit_speed,avg_hit_speed,fbld,gb,max_distance,avg_distance,avg_hr_distance,ev95plus,ev95percent,barrels,brl_percent,brl_pa
Lucroy, Jonathan,518960,245,12.5,31.8,108.3,87.0,90.4,85.7,434,163,418,77,32.5,9,3.7,2.7
Cuthbert, Cheslor,596144,242,15.0,31.4,111.4,88.9,91.8,89.7,446,167,398,91,37.6,11,4.5,3.3
Aguilar, Jesus,542583,240,13.8,33.8,112.2,89.3,93.1,87.1,446,175,402,90,37.7,18,7.5,4.9
Pollock, A.J.,572041,238,13.9,29.8,108.1,90.5,93.8,88.9,429,173,398,95,39.9,19,8.0,5.6
Judge, Aaron,592450,238,11.4,39.9,118.1,95.9,99.5,91.7,467,199,396,136,57.1,48,20.2,10.7
Candelario, Jeimer,600869,237,15.6,32.9,114.2,88.0,92.2,85.6,449,186,399,80,33.8,14,5.9,3.6
Kelly, Carson,608348,236,14.3,40.3,109.1,89.0,92.5,85.3,428,190,399,95,40.4,21,8.9,5.8
Barnhart, Tucker,571466,235,11.6,34.0,107.5,86.1,90.3,83.4,415,166,380,63,27.9,7,3.0,1.9
Severino, Pedro,600474,235,12.9,35.7,111.0,87.2,92.0,83.4,430,172,402,79,33.6,20,8.5,5.9
Flores, Wilmer,527038,235,16.4,36.6,106.3,87.4,89.3,86.7,422,177,392,72,30.8,12,5.1,4.2
Hamilton, Billy,571740,234,12.8,33.3,99.9,78.3,83.2,75.6,374,154,,17,7.3,0,0.0,0.0
Bader, Harrison,664056,233,13.2,31.3,111.2,86.6,94.2,80.4,455,195,412,82,35.3,23,9.9,5.7
Biggio, Cavan,624415,233,20.1,44.2,104.6,88.7,91.8,82.6,429,225,392,93,40.1,21,9.0,4.9
Gurriel Jr., Lourdes,666971,232,14.1,33.6,109.6,90.2,95.6,86.4,452,188,409,104,44.8,26,11.2,7.6
Garcia, Greg,594824,231,3.4,29.4,108.3,84.7,88.8,81.9,423,128,389,61,26.5,6,2.6,1.6
Bruce, Jay,457803,231,22.2,34.6,109.2,90.0,95.4,84.1,437,220,398,97,43.7,31,13.4,9.3
Gomes, Yan,543228,231,17.9,32.0,107.6,87.6,91.6,84.5,447,190,406,83,36.1,16,6.9,4.5
O'Hearn, Ryan,656811,231,13.0,29.9,111.2,90.5,95.8,88.1,440,175,403,101,43.7,21,9.1,5.7
McCann, Brian,435263,230,11.3,32.2,108.2,88.6,92.5,87.0,426,166,396,81,35.2,13,5.7,4.1
Tatis Jr., Fernando,665487,227,6.9,33.5,115.9,89.6,95.8,84.3,468,164,405,100,44.1,30,13.2,8.1
Garver, Mitch,641598,226,15.3,33.6,109.7,91.1,97.2,84.8,443,199,400,113,50.0,35,15.5,9.7
Moreland, Mitch,519048,226,10.1,33.2,114.0,90.8,95.8,86.2,436,177,396,103,45.6,26,11.5,7.8
Alonso, Yonder,475174,224,13.9,32.6,108.5,87.9,92.2,85.6,422,168,394,88,39.3,12,5.4,3.6
Wilkerson, Stevie,592859,224,10.5,33.5,104.9,85.7,91.0,82.2,423,161,392,68,30.4,8,3.6,2.2
Sano, Miguel,593934,222,15.9,36.0,114.2,94.4,99.6,89.0,482,206,415,127,57.2,47,21.2,10.7
Alvarez, Yordan,670541,221,13.4,39.8,117.9,92.2,96.6,86.6,474,202,411,107,48.9,38,17.2,10.3
Granderson, Curtis,434158,221,18.7,38.5,107.0,88.1,92.9,81.1,439,196,393,77,34.8,16,7.2,4.4
Chavis, Michael,656308,220,12.0,32.3,113.8,88.8,93.7,86.7,459,172,419,76,34.5,25,11.4,6.5
Forsythe, Logan,523253,219,12.3,40.6,107.1,89.3,92.8,85.2,432,184,399,85,39.2,12,5.5,3.3
Pence, Hunter,452254,219,10.1,36.1,113.1,91.4,95.4,89.0,456,182,410,92,42.6,20,9.1,6.3
Lugo, Dawel,608475,218,7.7,37.2,109.7,86.9,89.5,85.0,442,157,390,76,35.0,10,4.6,3.5
Parra, Gerardo,467827,218,10.5,35.8,105.3,85.4,89.8,82.3,413,159,391,47,21.6,10,4.6,3.3
Osuna, Jose,591741,217,9.6,32.7,110.2,89.2,92.9,86.6,445,174,409,80,37.4,11,5.1,3.9
Beaty, Matt,607461,216,10.2,28.2,114.3,89.4,92.7,88.6,430,161,399,87,40.5,11,5.1,4.1
Hampson, Garrett,641658,215,11.1,30.2,107.2,83.2,89.2,78.7,436,152,397,55,25.7,8,3.7,2.4
Reyes, Victor,622682,214,8.0,38.3,109.1,86.4,88.9,84.2,399,166,371,66,30.8,4,1.9,1.4
Naquin, Tyler,571980,212,12.3,32.5,114.4,90.2,92.4,91.1,433,168,412,81,38.4,19,9.0,6.5
Bote, David,623520,212,7.7,34.9,113.8,89.7,93.1,87.8,469,162,404,77,36.3,12,5.7,3.4
Hicks, John,543308,211,15.9,34.1,112.5,87.4,93.6,82.7,447,171,395,63,29.9,14,6.6,4.2
Sandoval, Pablo,467055,210,10.1,37.6,114.7,89.3,95.2,85.7,444,166,400,93,44.7,24,11.4,8.1
Gamel, Ben,592325,209,10.1,36.4,111.1,88.2,91.2,85.3,421,171,398,78,38.0,8,3.8,2.2
Correa, Carlos,621043,208,12.4,38.5,112.8,89.0,95.7,83.2,474,194,402,84,42.2,28,13.5,8.7
Hiura, Keston,669374,208,16.0,38.0,112.4,91.4,95.1,88.6,442,191,402,100,50.0,29,13.9,8.3
Prado, Martin,445988,207,8.3,31.9,107.0,87.0,88.9,86.5,404,156,381,59,28.5,1,0.5,0.4
Dickerson, Corey,572816,207,16.4,44.0,109.3,87.1,93.1,82.8,463,189,396,72,34.8,17,8.2,6.1
Holt, Brock,571788,206,11.0,31.6,103.0,87.5,89.4,86.4,406,158,388,63,30.6,3,1.5,1.0
Buxton, Byron,621439,206,19.5,33.0,113.6,89.3,95.0,84.1,454,199,408,79,38.7,17,8.3,5.8
Jones, JaCoby,592444,206,13.7,35.0,112.8,91.3,94.7,89.4,447,186,408,94,45.9,22,10.7,6.6
Martin, Richie,621006,206,7.2,29.6,107.1,80.5,88.4,76.8,410,134,391,52,25.2,5,2.4,1.6
Hedges, Austin,595978,206,20.4,32.0,108.7,85.8,92.0,79.3,449,193,403,67,32.5,17,8.3,4.9
Kinsler, Ian,435079,205,16.8,33.2,103.5,83.6,87.7,81.5,408,161,375,48,23.5,3,1.5,1.1
Kemp, Tony,643393,203,13.0,28.6,101.4,84.3,89.7,78.7,408,176,362,31,15.7,3,1.5,1.1
Beckham, Tim,542921,202,10.8,35.1,108.6,87.5,93.3,82.3,434,170,401,65,33.5,18,8.9,5.5
Marisnick, Jake,545350,200,9.7,27.0,111.6,85.0,91.8,80.7,432,154,392,61,30.7,8,4.0,2.5
Mercer, Jordy,474568,199,13.2,37.2,107.5,86.9,92.2,84.2,424,176,401,72,36.2,13,6.5,4.8
Rodriguez, Ronny,500135,199,14.7,29.6,111.1,87.3,93.8,82.3,454,186,396,80,40.6,15,7.5,5.1
Adams, Matt,571431,196,19.2,39.8,112.1,88.4,95.6,79.9,438,207,405,86,43.9,29,14.8,8.7
Wendle, Joey,621563,194,11.6,31.4,108.2,87.4,88.8,87.1,430,162,381,63,32.5,3,1.5,1.1
Vogt, Stephen,519390,193,22.4,37.8,109.6,89.8,92.0,87.1,442,213,395,79,41.1,20,10.4,7.1
Tauchman, Mike,643565,190,11.5,38.9,109.8,88.5,91.5,87.7,414,179,381,74,39.2,12,6.3,4.1
Camargo, Johan,622666,190,10.8,33.7,114.4,86.7,89.5,86.2,416,160,389,60,31.6,7,3.7,2.8
Naylor, Josh,647304,190,4.5,30.0,115.1,89.6,93.6,88.1,448,145,404,69,36.3,12,6.3,4.3
Caratini, Victor,605170,188,6.7,33.0,113.6,89.6,92.5,87.9,439,159,405,66,35.9,17,9.0,6.1
Diaz, Aledmys,649557,188,12.2,28.7,109.9,88.3,92.8,86.1,424,164,377,63,34.2,12,6.4,4.9
Duggar, Steven,621453,186,8.0,35.5,106.8,84.7,90.5,80.6,408,151,400,61,32.8,8,4.3,2.8
Astudillo, Willians,553902,186,15.7,38.7,107.4,85.8,88.6,85.6,420,176,392,57,31.3,5,2.7,2.5
Lagares, Juan,501571,186,9.4,33.3,108.6,86.6,90.1,85.1,423,157,386,63,34.4,6,3.2,2.1
Lowe, Brandon,664040,184,18.7,40.2,114.3,91.1,96.0,84.0,455,218,403,85,46.2,30,16.3,9.2
Berti, Jon,542932,184,5.5,32.1,111.9,86.6,92.1,83.8,451,139,400,69,37.5,7,3.8,2.4
Allen, Greg,656185,183,7.1,27.3,105.9,85.3,90.0,82.3,439,146,394,55,30.4,5,2.7,2.0
McKinney, Billy,641856,182,14.6,31.3,110.8,85.9,92.1,81.7,415,169,384,58,31.9,12,6.6,4.3
Romine, Austin,519222,180,10.4,29.4,111.4,88.2,92.2,86.9,446,157,399,72,40.0,12,6.7,5.0
Dietrich, Derek,518618,178,20.7,36.5,111.7,86.9,94.0,81.5,436,189,393,53,30.8,21,11.8,6.9
Vargas, Ildemaro,545121,178,3.0,25.3,107.3,86.8,88.7,86.1,426,132,397,52,29.4,6,3.4,2.8
Nola, Austin,543592,177,16.0,35.0,107.6,87.1,90.7,85.8,407,176,374,63,35.6,6,3.4,2.2
Ervin, Phillip,640447,175,14.5,38.9,111.6,85.1,90.1,80.9,436,177,398,52,31.1,9,5.1,3.5
Murphy, Tom,608596,174,18.9,32.2,111.7,90.6,95.0,85.4,430,202,391,78,44.8,19,10.9,6.8
VanMeter, Josh,642165,173,16.0,37.6,106.9,89.7,93.2,86.7,463,194,405,64,38.1,7,4.0,2.7
Guzman, Ronald,608597,173,14.9,37.0,110.7,85.6,91.6,79.4,447,183,406,61,36.1,16,9.2,5.4
Davis, Chris,448801,171,14.1,39.8,108.4,89.1,93.1,84.0,417,193,390,67,39.2,18,10.5,5.1
Mejia, Francisco,642336,171,19.1,31.6,109.6,87.8,91.9,86.0,422,184,391,51,29.8,8,4.7,3.3
Locastro, Tim,641796,170,12.3,28.8,107.6,83.4,87.5,82.2,399,146,390,32,18.8,2,1.2,0.8
Perez, Hernan,541650,169,9.0,28.4,111.8,87.9,92.8,86.0,399,150,382,60,36.4,7,4.1,2.8
Solano, Donovan,456781,168,14.6,46.4,109.6,87.1,90.9,82.8,445,182,418,71,42.5,7,4.2,3.1
Adrianza, Ehire,501303,168,13.6,36.9,106.9,85.5,90.4,80.7,428,166,406,47,28.0,6,3.6,2.5
Flowers, Tyler,452095,168,11.1,31.5,109.9,90.1,95.0,86.7,441,167,405,69,41.1,19,11.3,6.1
Zunino, Mike,572287,168,19.2,26.8,116.1,88.4,97.0,83.9,455,175,427,62,36.9,19,11.3,6.6
Riley, Austin,663586,168,20.6,40.5,111.7,89.4,94.1,83.3,438,221,405,75,44.6,23,13.7,7.7
Maybin, Cameron,457727,167,11.1,35.9,110.5,88.8,93.6,85.7,436,173,406,66,39.5,17,10.2,6.3
Haniger, Mitch,571745,167,18.7,32.9,109.0,88.4,93.3,85.1,428,188,403,65,40.9,20,12.0,7.1
White, Tyler,643603,165,12.6,32.1,111.4,86.1,89.3,83.3,418,173,386,49,30.4,6,3.6,2.2
Luplow, Jordan,656669,165,15.7,33.9,108.8,89.3,93.5,86.1,437,185,401,64,38.8,20,12.1,7.7
McCutchen, Andrew,457705,164,12.7,32.9,110.3,90.6,93.3,89.6,431,174,399,67,40.9,12,7.3,4.6
Haseley, Adam,656514,163,4.7,29.4,105.6,87.0,91.2,85.1,411,133,398,47,28.8,6,3.7,2.5
Martin, Leonys,547982,161,14.3,27.3,110.1,84.7,91.9,79.2,436,164,403,44,27.3,10,6.2,3.8
Russell, Addison,608365,160,8.6,33.1,107.2,86.3,90.3,83.4,414,164,395,45,28.1,11,6.9,4.6
Urias, Luis,649966,159,9.5,30.8,105.5,86.7,91.0,83.8,441,155,395,50,31.4,7,4.4,2.8
Inciarte, Ender,542255,159,9.3,35.2,103.3,81.8,86.1,78.6,414,146,375,28,17.6,3,1.9,1.3
Frazier, Clint,640449,158,15.4,36.7,109.2,88.4,92.6,84.8,429,190,394,55,35.3,17,10.8,6.9
Barnes, Austin,605131,158,16.0,27.8,108.9,86.9,91.1,84.8,403,175,393,46,29.1,7,4.4,2.9
Castillo, Welington,456078,158,13.2,30.4,110.7,89.5,96.2,85.3,428,179,396,66,41.8,18,11.4,7.2
Hechavarria, Adeiny,588751,156,11.4,31.4,105.9,87.5,92.8,84.2,422,173,386,46,30.1,10,6.4,4.5
Brinson, Lewis,621446,155,9.0,25.8,112.1,86.1,90.4,84.3,425,145,,51,32.9,6,3.9,2.4
Cordell, Ryan,641477,155,16.7,25.8,109.2,85.9,94.6,79.5,450,182,408,49,31.6,10,6.5,4.0
Beckham, Gordon,493596,155,14.1,36.8,109.4,86.2,89.9,83.2,418,177,389,57,37.0,14,9.0,5.8
Smith, Kevan,607345,155,5.9,37.4,110.1,89.4,91.2,87.9,427,155,392,64,41.8,10,6.5,4.7
Joyce, Matt,459964,155,16.7,38.1,106.7,87.3,90.5,83.4,406,190,383,50,32.3,10,6.5,4.2
Kiner-Falefa, Isiah,643396,155,6.5,29.7,104.9,86.9,88.9,86.6,397,144,397,51,32.9,2,1.3,0.9
Moore, Dylan,664238,155,18.5,29.7,106.4,87.5,92.4,84.2,432,178,401,56,36.4,10,6.5,3.5
Stallings, Jacob,607732,152,10.9,28.9,106.1,88.8,92.3,86.4,413,162,395,55,37.2,9,5.9,4.3
Hicks, Aaron,543305,152,14.7,30.3,111.0,89.8,94.4,86.9,439,164,392,52,34.2,15,9.9,5.9
Casali, Curt,592200,151,19.0,43.7,104.1,87.2,89.6,83.4,420,210,389,45,31.0,9,6.0,3.8
Castro, Jason,488771,151,14.0,41.7,110.5,91.5,96.5,85.0,443,206,415,70,46.4,26,17.2,9.5
Martin, Russell,431145,151,10.6,26.5,107.5,88.2,92.2,87.0,445,147,416,49,33.3,8,5.3,3.2
Engel, Adam,641553,150,10.0,33.3,111.4,84.1,90.4,79.6,415,159,404,45,30.0,8,5.3,3.2
Robertson, Daniel,621002,148,5.6,25.0,107.7,87.3,90.7,85.5,391,142,376,50,33.8,2,1.4,0.8
Bichette, Bo,666182,147,10.3,36.1,108.0,89.6,92.9,87.8,441,163,406,64,43.5,13,8.8,6.1
Heredia, Guillermo,628338,147,12.5,32.7,108.3,85.5,88.4,85.3,433,159,391,50,34.2,4,2.7,1.7
Aquino, Aristides,606157,147,18.2,32.0,118.3,87.9,95.0,83.0,452,192,406,55,39.0,20,13.6,8.9
Upton, Justin,457708,146,18.5,35.6,111.6,87.2,93.0,83.7,432,195,402,54,37.0,17,11.6,6.6
Morales, Kendrys,434778,145,9.5,29.0,111.2,91.3,94.3,89.4,417,154,408,65,44.8,10,6.9,5.0
Nunez, Eduardo,456488,143,6.4,23.8,109.6,87.8,93.1,87.9,410,125,409,46,32.2,2,1.4,1.1
Mathis, Jeff,425772,142,16.8,29.6,105.5,85.7,90.0,83.2,412,175,399,37,26.4,2,1.4,0.8
Jay, Jon,445055,141,5.3,36.2,103.5,80.6,86.4,76.6,410,146,,18,12.8,2,1.4,1.1
Shaw, Travis,543768,141,24.4,34.0,113.0,88.7,93.3,85.0,465,204,419,53,37.9,10,7.1,3.7
Greiner, Grayson,606988,140,11.8,28.6,107.8,86.3,91.4,84.3,407,153,378,45,32.1,8,5.7,3.6
France, Ty,664034,136,15.1,31.6,110.4,88.9,92.0,88.2,424,168,382,57,41.9,8,5.9,4.0
Munoz, Yairo,622168,136,6.6,27.9,107.9,84.7,87.8,83.6,404,128,384,34,25.0,2,1.5,1.1
Zimmerman, Ryan,475582,134,9.7,32.8,110.6,91.4,96.8,88.1,437,165,393,66,49.3,10,7.5,5.3
Lamb, Jake,571875,134,13.8,33.6,110.4,90.4,94.1,87.1,455,195,399,56,41.8,11,8.2,4.9
Healy, Ryon,592387,133,16.7,36.1,109.9,89.7,92.8,88.0,416,184,392,49,39.2,13,9.8,7.0
Dean, Austin,621573,133,9.1,33.8,113.1,88.3,92.1,85.4,418,162,389,52,39.1,8,6.0,4.2
Smith, Dominic,642086,133,14.8,37.6,108.5,88.0,92.0,85.0,435,180,399,46,35.1,10,7.5,5.1
Dickerson, Alex,543105,133,16.3,37.6,112.9,89.9,93.8,87.8,458,184,414,58,43.6,12,9.0,6.3
Nimmo, Brandon,607043,132,11.4,35.6,109.9,88.1,92.7,82.6,413,179,390,47,35.6,9,6.8,3.5
Starling, Bubba,605490,131,10.9,36.6,106.9,80.4,87.3,73.7,406,167,379,23,17.6,3,2.3,1.5
Leon, Sandy,506702,130,20.5,32.3,108.6,83.6,89.3,76.9,406,173,382,32,24.6,2,1.5,1.0
Gallo, Joey,608336,129,20.3,36.4,115.4,93.0,101.2,78.3,467,231,419,67,52.3,34,26.4,11.4
Plawecki, Kevin,608700,128,15.7,26.6,109.4,85.5,91.1,83.0,407,161,396,41,32.0,6,4.7,3.4
Cave, Jake,595909,128,7.4,38.3,111.5,90.5,96.2,85.4,437,163,402,56,43.8,16,12.5,7.0
Zobrist, Ben,450314,128,5.0,25.0,105.1,85.4,88.7,84.4,386,132,386,30,23.4,1,0.8,0.6
Freeman, Mike,502273,126,6.6,35.7,105.7,82.0,89.3,76.5,403,144,382,35,27.8,3,2.4,1.4
Farmer, Kyle,571657,125,17.8,33.6,106.7,85.0,90.5,82.8,414,171,385,34,28.8,7,5.6,3.6
Wieters, Matt,446308,123,13.8,31.7,106.4,88.8,92.3,84.8,428,193,385,42,34.1,9,7.3,4.9
Diaz, Isan,656371,121,17.3,25.6,104.0,87.7,92.6,84.9,425,178,395,39,32.2,9,7.4,4.5
Smith, Will,669257,121,23.7,36.4,108.6,89.5,92.1,86.5,449,226,396,47,39.2,13,10.7,6.6
Duffy, Matt,622110,119,5.5,27.7,105.2,87.0,90.6,85.2,393,131,384,38,31.9,2,1.7,1.2
Rickard, Joey,572073,118,17.6,32.2,103.4,84.7,88.7,81.6,427,170,371,25,21.2,4,3.4,2.1
Freese, David,501896,118,11.0,37.3,110.0,91.5,93.3,91.3,428,172,391,59,50.4,18,15.3,9.7
Ford, Mike,645801,115,15.6,36.5,110.7,91.9,92.4,92.8,430,202,392,52,45.6,11,9.6,6.7
Kang, Jung Ho,628356,113,13.7,32.7,114.5,92.2,97.1,87.9,457,180,409,52,46.0,13,11.5,7.0
Descalso, Daniel,518614,113,10.5,31.0,105.7,87.5,93.2,83.3,421,170,407,35,31.0,5,4.4,2.6
Long, Shed,643418,112,10.6,29.5,107.7,87.6,91.2,86.0,404,150,377,39,35.8,7,6.3,4.2
Harrison, Josh,543281,112,19.5,30.4,105.0,85.3,89.4,83.1,417,180,417,32,29.1,5,4.5,3.4
Grisham, Trent,663757,111,16.0,34.2,107.0,87.6,91.0,83.6,403,186,387,36,34.6,6,5.4,3.3
Slater, Austin,596103,109,3.2,35.8,109.1,88.6,96.7,83.1,418,153,382,53,49.1,11,10.1,5.7
Miller, Brad,543543,109,16.8,26.6,113.4,91.6,95.3,89.1,434,190,409,51,46.8,14,12.8,8.2
Gonzalez, Erik,570481,109,2.3,28.4,112.8,85.2,91.2,82.6,401,124,401,30,27.8,3,2.8,1.9
Pina, Manny,444489,109,16.2,45.0,109.5,88.6,91.8,85.0,416,204,403,37,34.3,9,8.3,5.0
Travis, Sam,607752,109,7.7,27.5,110.4,88.9,92.0,89.0,443,151,425,41,37.6,8,7.3,5.1
Demeritte, Travis,641513,108,15.6,28.7,110.2,90.7,93.9,89.0,434,178,395,50,46.3,4,3.7,2.2
Tucker, Cole,657061,108,6.6,29.6,107.2,87.0,92.1,83.3,431,156,412,38,36.5,5,4.6,3.1
Hernandez, Marco,593523,107,4.4,26.2,108.6,85.1,88.2,84.1,395,149,371,24,22.4,2,1.9,1.3
Reyes, Pablo,622569,107,11.8,25.2,111.4,87.7,90.6,87.5,417,173,412,31,29.2,4,3.7,2.5
Sisco, Chance,642082,106,15.9,37.7,107.4,89.0,93.7,83.9,441,199,388,42,39.6,11,10.4,5.6
Tilson, Charlie,605508,106,4.9,29.2,107.9,86.9,89.8,85.6,404,140,404,33,31.1,3,2.8,1.9
Rondon, Jose,602922,106,7.6,33.0,110.9,86.9,90.4,85.1,385,148,378,34,32.1,3,2.8,1.9
Lowe, Nate,663993,104,13.0,37.5,114.3,91.3,94.8,89.6,442,176,401,47,45.2,11,10.6,6.5
Polanco, Gregory,570256,104,18.4,31.7,113.7,89.4,93.6,88.1,436,195,407,31,30.4,10,9.6,6.0
Difo, Wilmer,594694,103,7.5,34.0,102.2,81.9,87.0,79.1,380,146,375,20,19.4,0,0.0,0.0
Broxton, Keon,542979,103,8.2,28.2,109.4,85.4,93.2,80.4,474,156,407,31,30.1,6,5.8,2.6
Owings, Chris,572008,102,9.1,25.5,106.9,86.8,93.1,83.5,408,148,380,32,31.4,7,6.9,3.6
Happ, Ian,664023,102,15.5,27.5,112.7,89.3,95.5,85.3,474,184,405,39,38.2,14,13.7,9.0
Cervelli, Francisco,465041,101,11.9,35.6,106.8,86.4,91.3,81.9,431,175,397,32,31.7,6,5.9,3.8
Stewart, DJ,621466,101,12.1,26.7,111.7,86.8,96.4,81.9,408,158,394,35,34.7,7,6.9,4.9
Goins, Ryan,572365,101,6.9,27.7,105.5,86.5,91.3,83.7,416,145,388,33,32.7,1,1.0,0.6
Nido, Tomas,621512,100,6.2,24.0,106.7,86.4,93.5,83.1,428,144,398,30,30.9,5,5.0,3.5
Bour, Justin,571506,100,10.4,29.0,115.0,89.2,95.3,85.4,435,168,407,41,41.8,11,11.0,6.5
Gallagher, Cam,595956,100,11.1,38.0,105.3,84.4,88.7,80.4,378,173,364,24,24.0,2,2.0,1.4
Rojas, Josh,668942,97,10.3,38.1,107.4,89.0,95.5,83.7,429,169,401,41,42.3,6,6.2,3.8
Arteaga, Humberto,600858,97,7.5,29.9,103.7,82.7,86.8,78.9,384,149,,21,21.6,0,0.0,0.0
Avila, Alex,488671,96,9.4,42.7,107.9,91.4,96.6,86.6,448,184,395,47,49.0,18,18.8,9.0
Trevino, Jose,624431,96,7.8,29.2,107.5,86.3,89.5,84.8,399,161,383,33,34.4,2,2.1,1.6
Holaday, Bryan,592407,96,10.7,33.3,104.8,87.8,93.3,85.2,387,150,381,33,34.4,1,1.0,0.8
Gonzalez, Carlos,471865,95,1.7,28.4,114.0,87.1,92.0,84.6,404,134,382,33,34.7,6,6.3,3.6
Thaiss, Matt,642136,95,15.3,34.7,106.6,88.7,93.4,84.0,405,191,385,41,43.2,6,6.3,3.7
Herrera, Odubel,546318,94,11.0,36.2,112.8,88.0,89.4,87.5,393,176,393,29,30.9,4,4.3,2.9
Brosseau, Michael,670712,94,14.1,31.9,108.3,86.0,92.9,79.5,413,184,389,34,36.2,4,4.3,2.8
Gennett, Scooter,571697,94,12.6,40.4,102.3,85.8,89.4,81.9,413,180,405,23,24.5,2,2.1,1.4
Viloria, Meibrys,650619,94,2.3,18.1,108.7,85.0,90.0,82.4,383,137,343,26,27.7,1,1.1,0.7
Culberson, Charlie,518586,93,12.1,39.8,107.7,87.2,93.3,82.1,437,180,392,28,30.1,7,7.5,4.9
Iannetta, Chris,455104,91,8.7,36.3,113.2,92.1,97.2,84.9,476,193,405,47,51.6,13,14.3,7.9
Riddle, JT,595375,90,9.9,30.0,107.0,88.9,92.0,86.9,399,168,384,27,30.0,8,8.9,5.8
Fisher, Derek,605233,89,8.4,34.8,113.8,91.6,95.5,90.6,447,161,406,39,44.3,11,12.4,6.6
Puello, Cesar,527049,88,-3.9,28.4,110.4,85.8,93.2,81.7,432,120,400,23,26.1,6,6.8,4.1
Austin, Tyler,592122,88,14.2,27.3,111.1,91.0,95.6,85.4,441,204,411,41,47.7,14,15.9,7.8
Maile, Luke,571912,88,12.0,31.8,105.2,83.7,91.6,78.3,403,155,380,25,28.4,4,4.5,3.1
Knapp, Andrew,595284,88,13.2,36.4,105.2,85.9,94.3,76.9,418,188,408,37,42.0,8,9.1,5.0
O'Neill, Tyler,641933,88,19.7,30.7,111.8,89.2,94.2,86.1,433,178,411,32,37.2,7,8.0,4.6
Solak, Nick,669256,87,6.3,33.3,109.0,88.3,93.2,85.7,404,148,380,28,32.2,8,9.2,5.9
Dubon, Mauricio,643289,86,9.5,36.0,106.2,84.8,91.0,81.8,386,161,373,17,19.8,2,2.3,1.8
Straw, Myles,664702,85,7.7,38.8,102.8,83.7,87.6,81.0,385,148,,14,16.5,1,1.2,0.8
Stassi, Max,545358,85,12.4,23.5,106.4,89.3,93.6,89.3,378,143,366,34,41.0,3,3.5,2.0
Cozart, Zack,446359,84,21.6,31.0,104.2,85.9,88.8,84.9,382,186,,18,21.4,1,1.2,0.9
Williamson, Mac,607776,84,8.5,28.6,110.6,85.3,89.7,84.0,444,143,401,28,33.7,3,3.6,2.1
Lopes, Tim,621005,83,8.7,39.8,103.7,85.0,90.4,80.4,397,167,397,20,24.1,3,3.6,2.3
Duvall, Adam,594807,82,26.2,30.5,112.3,91.0,97.1,83.5,440,227,420,27,32.9,13,15.9,10.0
Reynolds, Mark,448602,81,17.5,33.3,109.1,88.9,92.6,85.0,439,191,415,30,37.0,5,6.2,3.1
Herrera, Rosell,594011,79,11.2,26.6,108.2,86.7,87.5,86.9,430,151,409,22,27.8,2,2.5,1.7
McGuire, Reese,624512,79,13.8,40.5,104.5,86.0,90.1,84.1,415,178,385,19,24.1,3,3.8,2.9
Peterson, Jace,607054,77,10.3,37.7,109.6,88.4,90.8,85.8,429,178,403,19,24.7,3,3.9,2.8
Daza, Yonathan,602074,77,3.1,24.7,103.8,82.8,86.9,80.8,415,118,,16,20.8,1,1.3,1.0
Rodriguez, Sean,446481,76,10.5,28.9,111.9,84.9,94.6,77.4,414,165,380,28,36.8,4,5.3,2.9
Duda, Lucas,446263,75,22.5,32.0,111.4,91.5,96.4,88.0,435,196,408,34,45.3,9,12.0,7.6
Quinn, Roman,596451,75,5.5,22.7,106.7,80.2,94.8,74.1,439,140,414,27,36.0,4,5.3,3.3
Hoerner, Nico,663538,68,3.9,36.8,103.4,85.6,87.2,85.1,411,159,398,16,23.5,1,1.5,1.2
Martini, Nick,605361,68,5.4,29.4,106.6,87.7,90.5,86.1,378,140,376,22,32.8,1,1.5,0.9
Wade, Tyler,642180,68,9.2,27.9,106.9,83.5,87.9,81.3,400,154,380,19,27.9,4,5.9,3.7
Gyorko, Jedd,576397,68,16.3,26.5,107.0,85.8,92.0,82.7,435,166,424,22,32.4,3,4.4,3.0
Castro, Willi,650489,68,17.0,35.3,112.0,83.2,86.1,79.4,395,182,354,17,25.0,1,1.5,0.9
Tovar, Wilfredo,541600,68,6.9,36.8,108.3,86.6,90.9,86.2,375,140,,20,29.4,0,0.0,0.0
Ortega, Rafael,542364,66,13.9,34.8,105.6,86.6,90.2,83.8,416,176,403,18,27.3,3,4.5,3.1
Garneau, Dustin,572863,64,20.7,20.3,106.0,84.5,86.8,85.3,413,167,399,16,25.0,3,4.7,3.0
Williams, Nick,608384,63,10.9,41.3,109.9,86.7,88.7,84.9,435,179,427,19,30.2,4,6.3,3.6
Rogers, Jake,668670,63,20.3,27.0,103.1,81.4,89.4,71.4,408,186,395,13,20.6,3,4.8,2.3
Davis, Jonathan,641505,61,10.7,34.4,105.0,83.0,90.0,74.5,411,175,396,14,23.0,2,3.3,2.1
Toro, Abraham,647351,60,7.5,31.7,106.2,86.9,92.6,82.9,390,158,382,21,35.0,3,5.0,3.4
Spangenberg, Cory,605486,60,0.1,26.7,106.3,81.9,95.0,77.2,393,120,385,14,25.5,3,5.0,2.9
Pearce, Steve,456665,59,12.8,35.6,107.3,88.5,93.6,84.0,399,174,399,20,33.9,3,5.1,3.0
